C_END
2802 0028 0036  2456649.103565   101.38   -51.06    11.63  -147.70   -15.58
2802 0028 0036  2456649.103565   103.65   -65.50    11.46   -40.92     0.00
2802 0028 0036  2456649.103565   104.34   -60.60    11.43   -28.04     0.00
2802 0028 0036  2456649.103565   108.54   -65.50    11.16   -40.92     0.00
2802 0028 0036  2456649.103565   109.16   -55.70    11.09   -35.12     0.00
2802 0028 0036  2456649.103565   112.31   -70.58    10.88   -55.75   -10.39
2802 0028 0036  2456649.103565   113.53   -65.41    10.80   -38.76     5.19
2802 0028 0036  2456649.103565   114.06   -55.70    10.77   -35.12     0.00
2802 0028 0036  2456649.103565   117.12   -70.49    10.55   -57.49    -5.19
2802 0028 0036  2456649.103565   117.65   -65.50    10.55   -58.15     0.00
2802 0028 0036  2456649.103565   119.14   -55.62    10.43   -29.27     5.19
2802 0028 0036  2456649.103565   122.89   -50.97    10.17   -75.49   -10.39
2802 0028 0036  2456649.103565   123.07   -70.31    10.19   -36.58     5.19
2802 0028 0036  2456649.103565   123.16   -75.12    10.15   -26.36    10.39
2802 0028 0036  2456649.103565   123.34   -65.41    10.17   -38.76     5.19
2802 0028 0036  2456649.103565   127.97   -75.30     9.82   -27.67     0.00
2802 0028 0036  2456649.103565   128.15   -50.80     9.79   -62.36     0.00
2802 0028 0036  2456649.103565   128.32   -65.41     9.85   -36.61     5.19
2802 0028 0036  2456649.103565   128.32   -70.31     9.86   -29.62     5.19
2802 0028 0036  2456649.103565   132.87   -65.50     9.49   -45.23     0.00
2802 0028 0036  2456649.103565   132.87   -70.40     9.50   -36.58     0.00
2802 0028 0036  2456649.103565   132.87   -75.30     9.50   -27.67     0.00
2802 0028 0036  2456649.103565   137.34   -75.03     9.23   -34.26    15.58
2802 0028 0036  2456649.103565   137.95   -65.59     9.18   -40.92    -5.19
2802 0028 0036  2456649.103565   138.12   -60.60     9.15   -43.34     0.00
2802 0028 0036  2456649.103565    40.03   -51.33    15.71   -59.08   -31.16
2802 0028 0036  2456649.103565    50.09   -51.23    15.04   -49.23   -25.97
2802 0028 0036  2456649.103565    50.36   -65.59    15.02   -25.84    -5.19
2802 0028 0036  2456649.103565    54.91   -56.05    14.71   -46.82   -20.77
2802 0028 0036  2456649.103565    59.55   -51.06    14.38   -62.36   -15.58
2802 0028 0036  2456649.103565    59.72   -56.05    14.39   -49.75   -20.77
2802 0028 0036  2456649.103565    61.91   -45.90    14.23  -173.47     0.00
2802 0028 0036  2456649.103565    63.31   -41.09    14.16  -125.42    -5.19
2802 0028 0036  2456649.103565    64.45   -55.97    14.06   -55.60   -15.58
2802 0028 0036  2456649.103565    64.53   -51.15    14.05   -59.08   -20.77
2802 0028 0036  2456649.103565    68.03   -41.00    13.83  -133.26     0.00
2802 0028 0036  2456649.103565    68.03   -45.98    13.82  -122.88    -5.19
2802 0028 0036  2456649.103565    69.00   -51.06    13.74   -75.49   -15.58
2802 0028 0036  2456649.103565    69.69   -55.97    13.71   -43.90   -15.58
2802 0028 0036  2456649.103565    71.62   -45.98    13.59  -177.09    -5.19
2802 0028 0036  2456649.103565    72.84   -41.09    13.52  -137.18    -5.19
2802 0028 0036  2456649.103565    73.81   -51.06    13.46   -78.77   -15.58
2802 0028 0036  2456649.103565    78.36   -51.06    13.15   -91.90   -15.58
2802 0028 0036  2456649.103565    79.15   -55.88    13.08   -55.60   -10.39
2802 0028 0036  2456649.103565    82.56   -51.06    12.86  -118.16   -15.58
2802 0028 0036  2456649.103565    87.03   -46.16    12.60  -148.17   -15.58
2802 0028 0036  2456649.103565    94.19   -55.79    12.07   -43.90    -5.19
2802 0028 0036  2456649.103565    94.46   -60.69    12.07   -30.59    -5.19
2802 0028 0036  2456649.103565    94.55   -65.50    12.07   -23.69     0.00
2802 0028 0036  2456649.103565    98.75   -65.50    11.78   -40.92     0.00
2802 0028 0036  2456649.103565    99.44   -60.60    11.73   -28.04     0.00
2802 0032 0040  2456649.124398   101.46   -50.80    11.62  -144.42     0.00
2802 0032 0040  2456649.124398   106.62   -50.72    11.29  -134.57     5.19
2802 0032 0040  2456649.124398   107.32   -65.59    11.22   -71.07    -5.19
2802 0032 0040  2456649.124398   108.98   -55.27    11.12   -40.97    25.97
2802 0032 0040  2456649.124398   112.58   -70.31    10.90   -50.52     5.19
2802 0032 0040  2456649.124398   113.88   -55.27    10.78   -40.97    25.97
2802 0032 0040  2456649.124398   113.88   -65.33    10.79   -30.15    10.39
2802 0032 0040  2456649.124398   117.91   -75.65    10.51   -31.63   -20.77
2802 0032 0040  2456649.124398    49.66   -51.15    15.06   -65.65   -20.77
2802 0032 0040  2456649.124398    58.59   -55.79    14.48   -87.80    -5.19
2802 0032 0040  2456649.124398    58.94   -65.59    14.45   -55.99    -5.19
2802 0032 0040  2456649.124398    59.28   -50.97    14.40   -72.21   -10.39
2802 0032 0040  2456649.124398    62.17   -46.16    14.23  -162.63   -15.58
2802 0032 0040  2456649.124398    63.75   -55.79    14.12   -79.02    -5.19
2802 0032 0040  2456649.124398    64.19   -50.97    14.09   -72.21   -10.39
2802 0032 0040  2456649.124398    67.43   -46.25    13.87  -148.17   -20.77
2802 0032 0040  2456649.124398    68.12   -50.88    13.85  -108.31    -5.19
2802 0032 0040  2456649.124398    68.83   -55.79    13.80   -73.16    -5.19
2802 0032 0040  2456649.124398    71.97   -46.25    13.61  -162.63   -20.77
2802 0032 0040  2456649.124398    72.67   -50.88    13.54  -121.44    -5.19
2802 0032 0040  2456649.124398    79.41   -55.62    13.09   -46.82     5.19
2802 0032 0040  2456649.124398    79.59   -50.88    13.07   -45.95    -5.19
2802 0032 0040  2456649.124398    84.48   -50.88    12.73   -45.95    -5.19
2802 0032 0040  2456649.124398    88.16   -70.40    12.50   -48.78     0.00
2802 0032 0040  2456649.124398    93.41   -70.40    12.13   -41.81     0.00
2802 0032 0040  2456649.124398    93.59   -65.41    12.16   -47.38     5.19
2802 0032 0040  2456649.124398    97.96   -70.40    11.84   -48.78     0.00
2802 0032 0040  2456649.124398    98.05   -65.50    11.86   -58.15     0.00
2802 0036 0044  2456649.145231   103.38   -70.40    11.48   -38.33     0.00
2802 0036 0044  2456649.145231   108.03   -65.59    11.18   -53.84    -5.19
2802 0036 0044  2456649.145231   109.07   -70.40    11.11   -22.65     0.00
2802 0036 0044  2456649.145231   113.62   -65.50    10.80   -36.61     0.00
2802 0036 0044  2456649.145231   113.71   -70.40    10.80   -27.87     0.00
2802 0036 0044  2456649.145231   114.41   -55.62    10.74   -23.41     5.19
