C_END
2794 0012 0024  2456641.056377    19.25   -70.05    15.43   -27.87    13.85
2794 0012 0024  2456641.056377    23.54   -70.31    15.13   -36.00     3.46
2794 0012 0024  2456641.056377    28.44   -70.31    14.81   -36.00     3.46
2794 0012 0024  2456641.056377    30.01   -70.66    14.75   -80.14   -10.39
2794 0012 0024  2456641.056377    38.67   -71.02    14.11   -95.23   -24.23
2794 0012 0024  2456641.056377    60.55   -70.66    12.66   -65.04   -10.39
2794 0016 0028  2456641.077211   105.00   -55.97     9.71  -101.45   -10.39
2794 0016 0028  2456641.077211   106.75   -50.72     9.61   -70.02     3.46
2794 0016 0028  2456641.077211   110.78   -50.89     9.30   -91.90    -3.46
2794 0016 0028  2456641.077211    28.27   -70.22    14.84   -38.33     6.92
2794 0016 0028  2456641.077211    34.47   -70.14    14.41   -20.90    10.39
2794 0016 0028  2456641.077211    37.01   -70.22    14.25   -52.26     6.92
2794 0016 0028  2456641.077211    39.11   -60.60    14.12   -35.69     0.00
2794 0016 0028  2456641.077211    40.42   -70.49    14.02   -72.01    -3.46
2794 0016 0028  2456641.077211    43.66   -55.79    13.80   -48.78    -3.46
2794 0016 0028  2456641.077211    43.84   -60.42    13.81   -39.09     6.92
2794 0016 0028  2456641.077211    47.60   -55.97    13.54   -70.24   -10.39
2794 0016 0028  2456641.077211    47.60   -60.52    13.54   -61.18     3.46
2794 0016 0028  2456641.077211    48.83   -65.15    13.44   -31.59    13.85
2794 0016 0028  2456641.077211    51.45   -65.33    13.28   -68.91     6.92
2794 0016 0028  2456641.077211    52.23   -60.60    13.25   -66.28     0.00
2794 0016 0028  2456641.077211    52.67   -55.70    13.20   -66.33     0.00
2794 0016 0028  2456641.077211    57.22   -60.52    12.91   -64.58     3.46
2794 0016 0028  2456641.077211    57.58   -55.70    12.90   -66.33     0.00
2794 0016 0028  2456641.077211    57.66   -65.15    12.85   -47.38    13.85
2794 0016 0028  2456641.077211    60.81   -65.50    12.65   -76.09     0.00
2794 0016 0028  2456641.077211    60.81   -70.40    12.66   -61.55     0.00
2794 0016 0028  2456641.077211    61.78   -55.70    12.61   -81.94     0.00
2794 0016 0028  2456641.077211    61.78   -60.52    12.62   -71.38     3.46
2794 0016 0028  2456641.077211    67.28   -60.42    12.21   -59.49     6.92
2794 0016 0028  2456641.077211    67.38   -65.23    12.23   -48.81    10.39
2794 0016 0028  2456641.077211    72.28   -65.23    11.91   -48.81    10.39
2794 0016 0028  2456641.077211    72.54   -60.34    11.89   -52.69    10.39
2794 0016 0028  2456641.077211    76.56   -65.50    11.59   -58.86     0.00
2794 0016 0028  2456641.077211    77.09   -60.34    11.57   -59.49    10.39
2794 0016 0028  2456641.077211    77.97   -61.03    11.50  -137.67   -17.31
2794 0016 0028  2456641.077211    81.72   -55.70    11.26   -74.14     0.00
2794 0016 0028  2456641.077211    82.95   -50.80    11.18   -52.52     0.00
2794 0016 0028  2456641.077211    85.58   -51.06    11.04  -109.41   -10.39
2794 0016 0028  2456641.077211    85.93   -60.52    11.00   -78.18     3.46
2794 0016 0028  2456641.077211    86.19   -55.79    10.96   -83.89    -3.46
2794 0016 0028  2456641.077211    96.52   -55.70    10.28   -72.19     0.00
2794 0016 0028  2456641.077211    97.47   -45.72    10.23   -62.64     6.92
2794 0020 0028  2456641.087627   104.30   -50.72     9.78   -13.13     5.19
2794 0020 0028  2456641.087627    14.26   -61.03    15.77   -63.73   -25.97
2794 0020 0028  2456641.087627    14.43   -55.88    15.72   -67.31   -10.39
2794 0020 0028  2456641.087627    24.06   -70.22    15.11   -43.55    10.39
2794 0020 0028  2456641.087627    28.88   -70.31    14.80   -45.29     5.19
2794 0020 0028  2456641.087627    32.64   -70.49    14.54   -67.94    -5.19
2794 0020 0028  2456641.087627    37.02   -70.58    14.27   -78.39   -10.39
2794 0020 0028  2456641.087627    39.20   -65.50    14.11   -43.07     0.00
2794 0020 0028  2456641.087627    42.00   -70.75    13.92   -76.65   -20.77
2794 0020 0028  2456641.087627    42.44   -55.88    13.88  -114.13   -10.39
2794 0020 0028  2456641.087627    47.34   -65.59    13.56   -83.99    -5.19
2794 0020 0028  2456641.087627    47.42   -55.97    13.57  -111.21   -15.58
2794 0020 0028  2456641.087627    49.09   -60.52    13.44   -48.44     5.19
2794 0020 0028  2456641.087627    52.94   -55.88    13.19   -90.72   -10.39
