C_END
2798 0014 0022  2456645.069537   100.28   -65.67    10.85   -47.38   -10.39
2798 0014 0022  2456645.069537   101.07   -70.40    10.81   -22.65     0.00
2798 0014 0022  2456645.069537   105.36   -60.52    10.51   -50.99     5.19
2798 0014 0022  2456645.069537   108.51   -55.70    10.32  -117.06     0.00
2798 0014 0022  2456645.069537   119.97   -65.41     9.53   -45.23     5.19
2798 0014 0022  2456645.069537   125.04   -65.33     9.18   -40.92    10.39
2798 0014 0022  2456645.069537    41.92   -55.62    14.77   -49.75     5.19
2798 0014 0022  2456645.069537    51.28   -35.66    14.11   -92.31    25.97
2798 0014 0022  2456645.069537    60.38   -65.50    13.50   -64.61     0.00
2798 0014 0022  2456645.069537    69.84   -70.31    12.88   -59.23     5.19
2798 0014 0022  2456645.069537    70.27   -65.50    12.86   -62.45     0.00
2798 0014 0022  2456645.069537    74.03   -60.87    12.62  -107.07   -15.58
2798 0014 0022  2456645.069537    74.38   -70.40    12.59   -66.20     0.00
2798 0014 0022  2456645.069537    74.91   -65.50    12.55   -68.91     0.00
2798 0014 0022  2456645.069537    79.28   -70.40    12.22   -66.20     0.00
2798 0014 0022  2456645.069537    79.46   -65.50    12.27   -77.53     0.00
2798 0014 0022  2456645.069537    80.59   -60.60    12.20   -58.64     0.00
2798 0014 0022  2456645.069537    85.06   -60.69    11.87   -71.38    -5.19
2798 0014 0022  2456645.069537    85.15   -65.50    11.86   -58.15     0.00
2798 0014 0022  2456645.069537    85.59   -70.40    11.83   -38.33     0.00
2798 0014 0022  2456645.069537    89.96   -60.69    11.55   -71.38    -5.19
2798 0014 0022  2456645.069537    90.05   -65.50    11.55   -58.15     0.00
2798 0014 0022  2456645.069537    90.57   -70.58    11.54   -36.58   -10.39
2798 0014 0022  2456645.069537    94.94   -60.69    11.21   -68.83    -5.19
2798 0014 0022  2456645.069537    95.38   -65.59    11.17   -47.38    -5.19
2798 0014 0022  2456645.069537    95.73   -70.40    11.14   -31.36     0.00
2798 0014 0022  2456645.069537    99.76   -60.78    10.90   -71.38   -10.39
2798 0018 0026  2456645.090370   100.03   -70.75    10.89   -43.55   -20.77
2798 0018 0026  2456645.090370   102.56   -66.29    10.70  -111.99   -46.74
2798 0018 0026  2456645.090370   104.92   -61.03    10.54   -63.73   -25.97
2798 0018 0026  2456645.090370   119.44   -56.05     9.56   -79.02   -20.77
2798 0018 0026  2456645.090370   121.38   -65.41     9.45   -10.77     5.19
2798 0018 0026  2456645.090370   124.53   -70.58     9.22   -43.55   -10.39
2798 0018 0026  2456645.090370   125.22   -65.41     9.20   -36.61     5.19
2798 0018 0026  2456645.090370    26.88   -56.23    15.75   -61.46   -31.16
2798 0018 0026  2456645.090370    31.60   -55.97    15.45   -67.31   -15.58
2798 0018 0026  2456645.090370    50.84   -36.10    14.17  -113.29     0.00
