
File produced by vmc_phase_angle_analysis.pro  (v20151021)

   ID    pa(˚) d_pa(˚)  B   dB   ia(˚) d_ia(˚)  ea(˚) d_ea()
C_END
    427    69.77  3.0212   0.499  0.0272   50.91  17.26   40.64  19.80
    427    69.46  3.1009   0.493  0.0268   50.12  17.06   40.39  19.72
    427    69.41  3.1123   0.492  0.0270   50.01  17.03   40.35  19.70
    427    69.37  3.1240   0.491  0.0270   49.90  17.00   40.32  19.69
    427    69.32  3.1357   0.490  0.0277   49.79  16.97   40.27  19.68
    427    69.28  3.1477   0.490  0.0279   49.68  16.95   40.23  19.67
    427    68.95  3.2418   0.481  0.0298   48.85  16.75   39.92  19.58
    427    68.92  3.2508   0.480  0.0296   48.77  16.73   39.89  19.57
    427    68.89  3.2601   0.479  0.0301   48.69  16.71   39.85  19.56
    427    68.86  3.2699   0.478  0.0300   48.61  16.69   39.83  19.56
    427    68.83  3.2794   0.478  0.0302   48.53  16.68   39.80  19.55
    427    69.17  3.0012   0.501  0.0233   44.10  15.00   41.33  19.37
    427    69.14  3.0119   0.501  0.0237   44.03  14.98   41.31  19.37
    427    69.11  3.0227   0.500  0.0240   43.96  14.97   41.27  19.36
    427    69.08  3.0337   0.500  0.0248   43.90  14.96   41.24  19.35
    427    69.05  3.0448   0.500  0.0252   43.83  14.94   41.21  19.35
    427    68.91  3.0944   0.498  0.0269   43.53  14.89   41.08  19.33
    427    68.87  3.1061   0.498  0.0274   43.46  14.87   41.04  19.33
    427    68.84  3.1179   0.497  0.0278   43.39  14.86   41.01  19.32
    427    68.81  3.1301   0.496  0.0280   43.32  14.85   40.98  19.32
    427    68.77  3.1420   0.496  0.0282   43.25  14.84   40.94  19.31
    427    68.63  3.1962   0.492  0.0286   42.94  14.78   40.80  19.29
    427    68.60  3.2089   0.492  0.0285   42.87  14.77   40.76  19.28
    427    68.57  3.2221   0.490  0.0286   42.80  14.76   40.72  19.27
    427    68.53  3.2351   0.489  0.0287   42.73  14.74   40.69  19.27
    427    68.50  3.2483   0.488  0.0288   42.66  14.73   40.65  19.26
    427    68.36  3.3075   0.483  0.0288   42.34  14.68   40.50  19.25
    427    68.32  3.3218   0.482  0.0288   42.27  14.67   40.46  19.25
    427    68.29  3.3364   0.481  0.0290   42.20  14.66   40.43  19.24
    427    68.26  3.3507   0.480  0.0292   42.12  14.64   40.39  19.24
    427    68.22  3.3651   0.479  0.0293   42.05  14.63   40.35  19.23
    427    68.08  3.4310   0.473  0.0297   41.73  14.58   40.19  19.23
    427    68.05  3.4462   0.471  0.0298   41.65  14.57   40.15  19.22
    427    68.01  3.4625   0.470  0.0299   41.58  14.56   40.12  19.22
    427    67.98  3.4783   0.469  0.0299   41.50  14.55   40.08  19.22
    427    67.95  3.4943   0.468  0.0299   41.43  14.54   40.04  19.22
    427    67.80  3.5668   0.462  0.0301   41.10  14.49   39.87  19.21
    427    67.77  3.5837   0.460  0.0301   41.02  14.48   39.83  19.20
    427    67.74  3.6017   0.459  0.0301   40.95  14.47   39.80  19.21
    427    67.70  3.6191   0.458  0.0299   40.87  14.45   39.76  19.21
