
 File: PhaseCurve_i<84_e<81.dat
 Created at 2024-11-09 at 16:27:05
 Created with CreateTable_PhaseCurve.py

 RF = Radiance Factor
 dAverage RF = Standard deviation of average RF

 Radiance Scaling Factor from image header label RADIANCE_SCALING_FACTOR

 Incidence angle < 84˚
 Emission angle < 81˚

 Iterative removal of outliers at the 3-sigma level with a > 1% change in average value
 Note: median values are calculated after iterative outlier removal!

 73 orbits with a total of 1374 images

    Image          phase angle   Average RF  dAverage RF     Q1 RF  Median RF  Q3 RF   # iterations   Radiance Scaling Factor    # valid data points
                       (˚)                                                                              W/m2/ster/micron/DN
C_END
 V0424_0089_UV2       71.63         0.584      0.1597        0.447    0.551    0.710        1               0.09673                      125729
 V0424_0088_UV2       71.65         0.585      0.1596        0.448    0.552    0.711        1               0.09673                      125065
 V0427_0012_UV2       71.67         0.615      0.1240        0.546    0.592    0.650        1               0.09673                       85068
 V0427_0011_UV2       71.73         0.615      0.1240        0.546    0.592    0.649        1               0.09673                       84401
 V0424_0084_UV2       71.75         0.591      0.1599        0.452    0.560    0.719        1               0.09673                      122388
 V0424_0083_UV2       71.78         0.592      0.1599        0.453    0.561    0.721        1               0.09673                      121780
 V0427_0010_UV2       71.79         0.615      0.1244        0.547    0.592    0.649        1               0.09673                       83800
 V0424_0082_UV2       71.80         0.593      0.1599        0.454    0.563    0.722        1               0.09673                      121196
 V0424_0060_UV2       71.81         0.610      0.1584        0.467    0.617    0.731        1               0.09673                      121284
 V0424_0081_UV2       71.83         0.595      0.1602        0.456    0.565    0.725        1               0.09673                      120615
 V0424_0059_UV2       71.83         0.610      0.1582        0.467    0.619    0.731        1               0.09673                      120794
 V0427_0009_UV2       71.84         0.615      0.1243        0.547    0.592    0.649        1               0.09673                       83142
 V0424_0080_UV2       71.85         0.597      0.1603        0.457    0.568    0.727        1               0.09673                      120038
 V0424_0058_UV2       71.86         0.610      0.1576        0.468    0.620    0.730        1               0.09673                      120285
 V0424_0057_UV2       71.88         0.612      0.1576        0.469    0.622    0.732        1               0.09673                      119803
 V0427_0008_UV2       71.90         0.615      0.1245        0.547    0.592    0.649        1               0.09673                       82528
 V0424_0056_UV2       71.91         0.613      0.1572        0.470    0.623    0.733        1               0.09673                      119295
 V0424_0076_UV2       71.96         0.602      0.1602        0.461    0.575    0.734        1               0.09673                      117567
 V0424_0075_UV2       71.98         0.604      0.1602        0.462    0.578    0.736        1               0.09673                      116989
 V0424_0074_UV2       72.01         0.605      0.1602        0.463    0.579    0.737        1               0.09673                      116447
 V0424_0073_UV2       72.03         0.606      0.1603        0.464    0.581    0.739        1               0.09673                      115884
 V0424_0072_UV2       72.05         0.607      0.1600        0.465    0.582    0.740        1               0.09673                      115341
 V0424_0068_UV2       72.16         0.613      0.1599        0.469    0.591    0.747        1               0.09673                      112978
 V0424_0052_UV2       72.16         0.623      0.1565        0.479    0.637    0.740        1               0.09673                      114274
 V0424_0067_UV2       72.18         0.614      0.1599        0.470    0.593    0.748        1               0.09673                      112431
 V0424_0051_UV2       72.20         0.625      0.1565        0.481    0.639    0.742        1               0.09673                      113646
 V0424_0066_UV2       72.21         0.615      0.1597        0.471    0.594    0.749        1               0.09673                      111903
 V0424_0050_UV2       72.23         0.626      0.1564        0.482    0.641    0.743        1               0.09673                      112966
 V0424_0065_UV2       72.23         0.616      0.1597        0.472    0.596    0.750        1               0.09673                      111370
 V0424_0064_UV2       72.26         0.617      0.1596        0.473    0.598    0.751        1               0.09673                      110839
 V0424_0049_UV2       72.26         0.627      0.1562        0.482    0.642    0.743        1               0.09673                      112345
 V0424_0048_UV2       72.30         0.628      0.1561        0.484    0.643    0.744        1               0.09673                      111700
 V0427_0004_UV2       72.45         0.615      0.1255        0.546    0.591    0.648        1               0.09673                       76758
 V0427_0003_UV2       72.50         0.615      0.1257        0.546    0.591    0.648        1               0.09673                       76275
 V0424_0044_UV2       72.55         0.639      0.1576        0.493    0.656    0.752        1               0.09673                      107382
 V0427_0002_UV2       72.55         0.614      0.1254        0.546    0.591    0.647        1               0.09673                       75718
 V0424_0043_UV2       72.58         0.640      0.1579        0.494    0.658    0.753        1               0.09673                      106826
 V0427_0001_UV2       72.60         0.614      0.1255        0.545    0.591    0.647        1               0.09673                       75202
 V0424_0042_UV2       72.62         0.642      0.1582        0.495    0.659    0.753        1               0.09673                      106315
 V0424_0036_UV2       72.63         0.539      0.1278        0.403    0.575    0.637        1               0.09673                      110723
 V0424_0041_UV2       72.65         0.646      0.1589        0.498    0.663    0.756        1               0.09673                      105804
 V0427_0000_UV2       72.65         0.614      0.1256        0.545    0.591    0.647        1               0.09673                       74755
 V0424_0035_UV2       72.67         0.539      0.1278        0.404    0.575    0.638        1               0.09673                      109914
 V0424_0040_UV2       72.68         0.645      0.1590        0.497    0.663    0.755        1               0.09673                      105309
 V0424_0034_UV2       72.72         0.539      0.1278        0.404    0.576    0.638        1               0.09673                      109128
 V0424_0033_UV2       72.76         0.540      0.1279        0.405    0.576    0.638        1               0.09673                      108294
 V0424_0032_UV2       72.81         0.540      0.1280        0.405    0.577    0.638        1               0.09673                      107458
 V0424_0028_UV2       73.14         0.545      0.1288        0.413    0.582    0.642        1               0.09673                      101453
 V0424_0027_UV2       73.18         0.546      0.1289        0.414    0.582    0.643        1               0.09673                      100665
 V0424_0026_UV2       73.23         0.546      0.1288        0.415    0.582    0.642        1               0.09673                       99918
 V0424_0025_UV2       73.27         0.547      0.1288        0.415    0.583    0.643        1               0.09673                       99167
 V0422_0021_UV2       73.31         0.674      0.1752        0.533    0.632    0.791        1               0.09673                      158080
 V0424_0024_UV2       73.31         0.547      0.1287        0.416    0.583    0.642        1               0.09673                       98405
 V0422_0020_UV2       73.41         0.684      0.1797        0.541    0.648    0.808        1               0.09673                      149943
 V0422_0019_UV2       73.53         0.696      0.1832        0.551    0.664    0.823        1               0.09673                      142612
 V0424_0020_UV2       73.59         0.551      0.1289        0.424    0.586    0.645        1               0.09673                       93749
 V0424_0019_UV2       73.64         0.552      0.1290        0.425    0.586    0.646        1               0.09673                       92976
 V0422_0018_UV2       73.66         0.708      0.1860        0.562    0.679    0.835        1               0.09673                      136162
 V0424_0018_UV2       73.69         0.550      0.1282        0.425    0.585    0.643        1               0.09673                       92170
 V0424_0017_UV2       73.74         0.553      0.1288        0.427    0.587    0.646        1               0.09673                       91395
 V0424_0016_UV2       73.79         0.553      0.1288        0.428    0.587    0.646        1               0.09673                       90615
 V0422_0017_UV2       73.80         0.722      0.1888        0.576    0.694    0.852        1               0.09673                      130318
 V0422_0016_UV2       73.95         0.734      0.1900        0.591    0.707    0.868        1               0.09673                      124892
 V0422_0012_UV2       73.98         0.745      0.1805        0.603    0.733    0.882        1               0.09673                      120352
 V0422_0015_UV2       74.10         0.745      0.1908        0.606    0.719    0.883        1               0.09673                      119901
 V0422_0014_UV2       74.26         0.755      0.1906        0.619    0.730    0.897        1               0.09673                      115191
 V0424_0012_UV2       74.28         0.560      0.1291        0.440    0.591    0.649        1               0.09673                       83450
 V0422_0011_UV2       74.30         0.761      0.1787        0.624    0.757    0.899        1               0.09673                      113206
 V0424_0011_UV2       74.33         0.560      0.1291        0.440    0.591    0.650        1               0.09673                       82785
 V0424_0010_UV2       74.37         0.560      0.1290        0.442    0.591    0.650        1               0.09673                       82152
 V0422_0013_UV2       74.42         0.766      0.1907        0.630    0.742    0.912        1               0.09673                      110764
 V0424_0009_UV2       74.42         0.560      0.1289        0.442    0.591    0.650        1               0.09673                       81538
 V0424_0008_UV2       74.47         0.561      0.1291        0.443    0.592    0.650        1               0.09673                       80937
 V0422_0010_UV2       74.61         0.775      0.1753        0.644    0.778    0.911        1               0.09673                      106558
 V0424_0004_UV2       74.93         0.565      0.1291        0.450    0.593    0.652        1               0.09673                       75050
 V0424_0003_UV2       74.97         0.565      0.1291        0.451    0.593    0.652        1               0.09673                       74548
 V0424_0002_UV2       75.01         0.565      0.1290        0.452    0.593    0.651        1               0.09673                       74028
 V0424_0001_UV2       75.06         0.565      0.1290        0.452    0.593    0.651        1               0.09673                       73517
 V0424_0000_UV2       75.10         0.565      0.1290        0.453    0.593    0.651        1               0.09673                       73006
 V0422_0009_UV2       75.25         0.619      0.1135        0.528    0.595    0.698        1               0.09673                       95299
 V0422_0008_UV2       75.66         0.622      0.1168        0.532    0.600    0.702        1               0.09673                       87890
 V2460_0024_UV2       75.79         0.515      0.0846        0.462    0.498    0.561        1               0.07738                       93073
 V0422_0004_UV2       76.24         0.626      0.1186        0.537    0.606    0.704        1               0.09673                       78471
 V0422_0000_UV2       76.79         0.623      0.1186        0.536    0.605    0.700        1               0.09673                       70902
